Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
3372868164,19/04/2016,7711,5.2600,5.2600,0.0000,0.000,0.000,5.240,0.020,0,0,376,1064,1985
3977333714,19/04/2016,12414,8.7800,8.7800,0.0000,2.240,2.450,3.960,0.000,19,67,221,738,1638
4020332650,19/04/2016,0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0,0,0,1440,1980
4319703577,19/04/2016,8925,5.9900,5.9900,0.0000,0.000,0.000,5.990,0.000,0,0,311,604,2200
4388161847,19/04/2016,10181,7.8300,7.8300,0.0000,1.370,0.690,5.770,0.000,20,16,249,704,3015
4445114986,19/04/2016,2064,1.3900,1.3900,0.0000,0.000,0.000,1.390,0.000,0,0,121,895,1954
4558609924,19/04/2016,5401,3.5700,3.5700,0.0000,0.050,0.360,3.160,0.000,1,9,248,1182,1876
4702921684,19/04/2016,6708,5.4400,5.4400,0.0000,0.880,0.370,4.190,0.000,10,8,179,757,2812
5553957443,19/04/2016,15482,10.1100,10.1100,0.0000,4.280,1.660,4.180,0.000,69,28,249,756,2284
5577150313,19/04/2016,12574,9.4200,9.4200,0.0000,7.020,0.640,1.760,0.000,108,23,111,733,3501
6117666160,19/04/2016,11135,8.4100,8.4100,0.0000,0.000,0.000,8.410,0.000,0,0,480,425,2606
6290855005,19/04/2016,7142,5.4000,5.4000,0.0000,0.000,0.000,5.390,0.010,0,0,321,1119,2839
6775888955,19/04/2016,0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0,0,0,1440,1841
6962181067,19/04/2016,10742,7.1000,7.1000,0.0000,2.100,2.130,2.870,0.000,35,41,195,659,2046
7007744171,19/04/2016,14194,10.4800,9.5000,4.9421,4.410,0.760,5.310,0.000,53,17,304,1066,2812
7086361926,19/04/2016,10688,7.2900,7.2900,0.0000,3.530,1.230,2.510,0.000,67,69,124,671,2944
8053475328,19/04/2016,15929,12.4800,12.4800,0.0000,9.220,0.310,2.950,0.000,90,7,191,1152,3114
8253242879,19/04/2016,4212,2.7800,2.7800,0.0000,0.000,0.000,2.780,0.000,0,0,164,1276,1763
8378563200,19/04/2016,13070,10.3600,10.3600,2.2531,5.300,0.880,4.180,0.000,120,19,154,737,4092
8583815059,19/04/2016,5697,4.4400,4.4400,0.0000,0.530,0.480,3.440,0.000,7,10,166,1257,2668
8792009665,19/04/2016,0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0,0,0,1440,1688
8877689391,19/04/2016,18785,17.4000,17.4000,0.0000,12.150,0.180,5.030,0.000,82,13,214,1131,3676
1503960366,20/04/2016,10544,6.6800,6.6800,0.0000,1.960,0.480,4.240,0.000,28,12,205,818,1786
1624580081,20/04/2016,4974,3.2300,3.2300,0.0000,0.000,0.000,3.230,0.000,0,0,151,1289,1446
1644430081,20/04/2016,2436,1.7700,1.7700,0.0000,0.000,0.000,1.760,0.010,0,0,125,1315,2430
1844505072,20/04/2016,8,0.0100,0.0100,0.0000,0.000,0.000,0.010,0.000,0,0,1,1439,1349
1927972279,20/04/2016,0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0,0,0,1440,2063
2022484408,20/04/2016,15112,10.6700,10.6700,0.0000,3.340,1.930,5.400,0.000,48,63,276,1053,2897
2026352035,20/04/2016,7222,4.4800,4.4800,0.0000,0.000,0.000,4.480,0.000,0,0,327,623,1667
2320127002,20/04/2016,7192,4.8500,4.8500,0.0000,0.000,0.490,4.340,0.000,0,11,283,1146,1922
2347167796,20/04/2016,10999,7.2700,7.2700,0.0000,0.680,1.810,4.780,0.000,11,43,269,1011,2198
2873212765,20/04/2016,9202,6.3000,6.3000,0.0000,1.510,0.120,4.660,0.010,22,5,378,1035,2094
3372868164,20/04/2016,4880,3.3300,3.3300,0.0000,0.840,0.090,2.380,0.020,15,3,274,1148,1867
3977333714,20/04/2016,11658,7.8300,7.8300,0.0000,0.200,4.350,3.280,0.000,2,98,164,845,1554
4020332650,20/04/2016,0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0,0,0,1440,1980
4319703577,20/04/2016,8954,6.0100,6.0100,0.0000,0.000,0.680,5.310,0.000,0,18,306,671,2220
4388161847,20/04/2016,10553,8.1200,8.1200,0.0000,1.100,1.720,5.290,0.000,19,42,228,696,3083
4445114986,20/04/2016,2072,1.3900,1.3900,0.0000,0.000,0.000,1.390,0.000,0,0,137,841,1974
4558609924,20/04/2016,4803,3.1700,3.1700,0.0000,0.000,0.000,3.170,0.000,0,0,222,1218,1788
4702921684,20/04/2016,8793,7.1300,7.1300,0.0000,0.160,1.230,5.730,0.000,2,29,260,717,3061
5553957443,20/04/2016,2713,1.7700,1.7700,0.0000,0.000,0.000,1.770,0.000,0,0,148,598,1570
5577150313,20/04/2016,8330,6.2200,6.2200,0.0000,4.120,0.340,1.760,0.000,87,16,113,773,3192
6117666160,20/04/2016,10449,8.0200,8.0200,0.0000,2.030,0.480,5.520,0.000,26,10,349,587,2536
6290855005,20/04/2016,6361,4.8100,4.8100,0.0000,0.000,0.000,4.800,0.010,0,0,258,1182,2701
6775888955,20/04/2016,10771,7.7200,7.7200,0.0000,3.770,1.740,2.220,0.000,70,113,178,1079,3727
6962181067,20/04/2016,13928,9.5500,9.5500,0.0000,4.280,0.190,5.090,0.000,48,4,297,639,2174
7007744171,20/04/2016,15566,11.3100,10.4100,4.9248,4.790,0.670,5.860,0.000,60,33,347,1000,3096
7086361926,20/04/2016,14365,10.6400,10.6400,0.0000,7.640,0.450,2.540,0.000,87,13,145,797,2997
8053475328,20/04/2016,15108,12.1900,12.1900,0.0000,9.580,0.230,2.380,0.000,89,5,158,695,3043
8253242879,20/04/2016,6466,4.2700,4.2700,0.0000,0.330,0.820,3.110,0.010,5,18,216,1201,1931
8378563200,20/04/2016,9388,7.4400,7.4400,2.0921,2.230,0.440,4.780,0.000,82,8,169,763,3787
8583815059,20/04/2016,5273,4.1100,4.1100,0.0000,0.000,1.040,3.070,0.000,0,27,167,1246,2647
8792009665,20/04/2016,3147,2.0100,2.0100,0.0000,0.000,0.280,1.740,0.000,0,10,139,744,2188
8877689391,20/04/2016,19948,18.1100,18.1100,0.0000,11.020,0.690,6.340,0.000,73,19,225,1123,3679
1503960366,21/04/2016,9819,6.3400,6.3400,0.0000,1.340,0.350,4.650,0.000,19,8,211,838,1775
1624580081,21/04/2016,6349,4.1300,4.1300,0.0000,0.000,0.000,4.110,0.020,0,0,186,1254,1467
1644430081,21/04/2016,1223,0.8900,0.8900,0.0000,0.000,0.000,0.880,0.010,0,0,38,1402,2140
1844505072,21/04/2016,8054,5.3200,5.3200,0.0000,0.120,0.520,4.680,0.000,2,13,308,1117,2062
1927972279,21/04/2016,0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0,0,0,1440,2064
2022484408,21/04/2016,12453,8.7400,8.7400,0.0000,3.330,1.110,4.310,0.000,104,53,255,1028,3158
2026352035,21/04/2016,2467,1.5300,1.5300,0.0000,0.000,0.000,1.530,0.000,0,0,153,749,1370
2320127002,21/04/2016,3404,2.2900,2.2900,0.0000,0.060,0.420,1.810,0.000,1,10,127,1302,1610
2347167796,21/04/2016,10080,6.7500,6.7500,0.0000,1.850,1.530,3.380,0.000,23,26,208,761,2048
2873212765,21/04/2016,8859,5.9800,5.9800,0.0000,0.130,0.370,5.470,0.010,2,10,371,1057,1970
3372868164,21/04/2016,8857,6.0700,6.0700,0.0000,1.150,0.260,4.640,0.010,18,9,376,1037,2124
3977333714,21/04/2016,6093,4.0800,4.0800,0.0000,0.000,0.000,4.060,0.000,0,0,242,712,1397
4020332650,21/04/2016,0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0,0,0,1440,1980
4319703577,21/04/2016,3702,2.4800,2.4800,0.0000,0.000,0.000,0.350,0.000,0,0,34,1265,1792
4388161847,21/04/2016,10055,7.7300,7.7300,0.0000,0.370,0.390,6.980,0.000,7,12,272,853,3069
4445114986,21/04/2016,3809,2.5600,2.5600,0.0000,0.000,0.000,2.540,0.000,0,0,215,756,2150
4558609924,21/04/2016,13743,9.0800,9.0800,0.0000,0.420,0.970,7.700,0.000,6,21,432,844,2486
4702921684,21/04/2016,6530,5.3000,5.3000,0.0000,0.310,2.050,2.940,0.000,4,41,144,901,2729
5553957443,21/04/2016,12346,8.0600,8.0600,0.0000,2.950,2.160,2.960,0.000,47,42,177,801,2066
5577150313,21/04/2016,10830,8.0900,8.0900,0.0000,3.650,1.660,2.780,0.000,110,74,175,670,4018
6117666160,21/04/2016,19542,15.0100,15.0100,0.0000,0.980,0.400,5.620,0.000,11,19,294,579,4900
6290855005,21/04/2016,0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0,0,0,1440,2060
6775888955,21/04/2016,0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0,0,0,1440,1841
6962181067,21/04/2016,11835,9.7100,7.8800,4.0817,3.990,2.100,3.510,0.110,53,27,214,708,2179
7007744171,21/04/2016,13744,9.1900,9.1900,0.0000,2.150,1.870,5.170,0.000,30,34,327,1049,2763
7086361926,21/04/2016,9469,6.1800,6.1800,0.0000,1.360,0.300,4.510,0.000,19,6,206,758,2463
8053475328,21/04/2016,16057,12.5100,12.5100,0.0000,9.670,0.250,2.580,0.000,100,6,170,1164,3103
8253242879,21/04/2016,11268,8.5600,8.5600,0.0000,5.880,0.930,1.750,0.000,49,20,172,1199,2218
8378563200,21/04/2016,15148,12.0100,12.0100,2.2531,6.900,0.820,4.290,0.000,137,16,145,677,4236
8583815059,21/04/2016,8538,6.6600,6.6600,0.0000,2.630,1.020,3.010,0.000,35,18,158,1229,2883
8792009665,21/04/2016,144,0.0900,0.0900,0.0000,0.000,0.000,0.090,0.000,0,0,9,1431,1720
8877689391,21/04/2016,19377,17.6200,17.6200,0.0000,12.290,0.420,4.890,0.000,82,13,226,1119,3659
1503960366,22/04/2016,12764,8.1300,8.1300,0.0000,4.760,1.120,2.240,0.000,66,27,130,1217,1827
1624580081,22/04/2016,4026,2.6200,2.6200,0.0000,0.000,0.000,2.600,0.000,0,0,199,1241,1470
1644430081,22/04/2016,3673,2.6700,2.6700,0.0000,0.000,0.000,2.660,0.010,0,0,86,1354,2344
1844505072,22/04/2016,5372,3.5500,3.5500,0.0000,0.000,0.000,3.550,0.000,0,0,220,1220,1827
1927972279,22/04/2016,149,0.1000,0.1000,0.0000,0.000,0.000,0.100,0.000,0,0,10,1430,2093
2022484408,22/04/2016,12954,9.3300,9.3300,0.0000,4.430,0.420,4.470,0.000,52,10,273,1105,2638
2026352035,22/04/2016,2915,1.8100,1.8100,0.0000,0.000,0.000,1.810,0.000,0,0,162,712,1399
2320127002,22/04/2016,5583,3.7600,3.7600,0.0000,0.000,0.000,3.760,0.000,0,0,266,1174,1851
2347167796,22/04/2016,7804,5.1600,5.1600,0.0000,0.560,1.680,2.920,0.000,9,27,206,781,1946
2873212765,22/04/2016,7286,4.9000,4.9000,0.0000,0.460,0.000,4.420,0.020,46,0,366,1028,2241
3372868164,22/04/2016,3843,2.6200,2.6200,0.0000,0.000,0.000,2.610,0.010,0,0,206,1234,1669
3977333714,22/04/2016,8911,5.9600,5.9600,0.0000,2.330,0.580,3.060,0.000,33,12,188,731,1481
4020332650,22/04/2016,0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0,0,0,1440,1980
4319703577,22/04/2016,4500,3.0200,3.0200,0.0000,0.060,0.810,2.150,0.000,1,19,176,709,1886
4388161847,22/04/2016,12139,9.3400,9.3400,0.0000,3.300,1.110,4.920,0.000,77,25,220,945,3544
4445114986,22/04/2016,6831,4.5800,4.5800,0.0000,0.000,0.000,4.580,0.000,0,0,317,706,2432
4558609924,22/04/2016,9601,6.3500,6.3500,0.0000,1.370,1.500,3.470,0.000,20,25,273,1122,2094
4702921684,22/04/2016,1664,1.3500,1.3500,0.0000,0.000,0.000,1.350,0.000,0,0,72,1341,2241
5553957443,22/04/2016,11682,7.6300,7.6300,0.0000,1.380,0.630,5.600,0.000,25,16,270,781,2105
5577150313,22/04/2016,9172,6.8500,6.8500,0.0000,2.420,0.790,3.300,0.000,62,30,200,823,3329
6117666160,22/04/2016,8206,6.2000,6.2000,0.0000,0.000,0.000,6.200,0.000,0,0,402,413,2409
6290855005,22/04/2016,6238,4.7200,4.7200,0.0000,0.000,0.000,4.720,0.000,0,0,302,1138,2796
6775888955,22/04/2016,637,0.4600,0.4600,0.0000,0.000,0.000,0.460,0.000,0,0,20,1420,1922
6962181067,22/04/2016,10725,7.0900,7.0900,0.0000,1.770,1.550,3.770,0.000,30,33,240,659,2086
7007744171,22/04/2016,15299,10.2400,10.2400,0.0000,4.100,1.760,4.370,0.000,64,50,261,1065,2889
7086361926,22/04/2016,9753,6.5300,6.5300,0.0000,2.870,0.970,2.670,0.000,58,59,153,762,2846
8053475328,22/04/2016,10520,8.2900,8.2900,0.0000,6.260,0.150,1.880,0.000,60,3,117,1260,2655
8253242879,22/04/2016,2824,1.8700,1.8700,0.0000,0.000,0.000,1.870,0.000,0,0,120,1320,1651
8378563200,22/04/2016,12200,9.6700,9.6700,2.0921,4.910,0.590,4.180,0.000,113,12,159,769,4044
8583815059,22/04/2016,8687,6.7800,6.7800,0.0000,0.290,2.410,4.080,0.000,4,54,212,1170,2944
8792009665,22/04/2016,4068,2.6000,2.6000,0.0000,0.050,0.280,2.270,0.000,1,20,195,817,2419
8877689391,22/04/2016,18258,16.3100,16.3100,0.0000,10.230,0.030,5.970,0.050,61,2,236,1141,3427
1503960366,23/04/2016,14371,9.0400,9.0400,0.0000,2.810,0.870,5.360,0.000,41,21,262,732,1949
1624580081,23/04/2016,8538,5.5500,5.5500,0.0000,0.000,0.000,5.540,0.010,0,0,227,1213,1562
1644430081,23/04/2016,6637,4.8300,4.8300,0.0000,0.000,0.580,4.250,0.000,0,15,160,1265,2677
1844505072,23/04/2016,3570,2.3600,2.3600,0.0000,0.000,0.000,2.360,0.000,0,0,139,1301,1645
1927972279,23/04/2016,2945,2.0400,2.0400,0.0000,0.000,0.000,2.040,0.000,0,0,145,1295,2499
2022484408,23/04/2016,6001,4.2100,4.2100,0.0000,0.000,0.000,4.210,0.000,0,0,249,1191,2069
2026352035,23/04/2016,12357,7.7100,7.7100,0.0000,0.000,0.000,7.710,0.000,0,0,432,458,1916
2320127002,23/04/2016,5079,3.4200,3.4200,0.0000,0.000,0.000,3.420,0.000,0,0,242,1129,1804
2347167796,23/04/2016,16901,11.3700,11.3700,0.0000,2.780,1.450,7.150,0.000,32,35,360,591,2629
2873212765,23/04/2016,9317,6.3500,6.3500,0.0000,2.090,0.230,4.020,0.010,28,5,330,1077,2021
3372868164,23/04/2016,7396,5.0700,5.0700,0.0000,1.400,0.080,3.580,0.000,20,2,303,1115,1995
3977333714,23/04/2016,12058,8.0700,8.0700,0.0000,0.000,4.220,3.850,0.000,0,92,252,724,1638
4020332650,23/04/2016,0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0,0,0,1440,1980
4319703577,23/04/2016,4935,3.3100,3.3100,0.0000,0.000,0.000,3.310,0.000,0,0,233,546,1945
4388161847,23/04/2016,13236,10.1800,10.1800,0.0000,4.500,0.320,5.350,0.000,58,5,215,749,3306
4445114986,23/04/2016,4363,2.9300,2.9300,0.0000,0.000,0.000,2.930,0.000,0,0,201,1239,2149
4558609924,23/04/2016,6890,4.5500,4.5500,0.0000,0.340,0.200,4.010,0.000,5,5,308,1122,2085
4702921684,23/04/2016,15126,12.2700,12.2700,0.0000,0.760,3.240,8.270,0.000,9,66,408,469,3691
5553957443,23/04/2016,4112,2.6900,2.6900,0.0000,0.000,0.000,2.680,0.000,0,0,272,443,1776
5577150313,23/04/2016,7638,5.7100,5.7100,0.0000,1.210,0.360,4.140,0.000,24,24,223,627,3152
6117666160,23/04/2016,11495,8.6800,8.6800,0.0000,0.000,0.000,8.680,0.000,0,0,512,468,2651
6290855005,23/04/2016,0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,33,0,0,1407,2664
6775888955,23/04/2016,0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0,0,0,1440,1841
6962181067,23/04/2016,20031,13.2400,13.2400,0.0000,4.200,2.000,7.040,0.000,58,41,347,484,2571
7007744171,23/04/2016,8093,5.4100,5.4100,0.0000,0.130,1.130,4.150,0.000,2,25,223,1190,2284
7086361926,23/04/2016,2817,1.8100,1.8100,0.0000,0.000,0.000,1.800,0.000,0,0,90,1350,1965
8053475328,23/04/2016,22359,17.1900,17.1900,0.0000,12.540,0.630,4.020,0.000,125,14,223,741,3554
8253242879,23/04/2016,9282,6.2600,6.2600,0.0000,2.090,1.040,3.130,0.000,30,26,191,1193,2132
8378563200,23/04/2016,5709,4.5300,4.5300,0.0000,1.520,0.520,2.480,0.000,19,10,136,740,2908
8583815059,23/04/2016,9423,7.3500,7.3500,0.0000,0.530,2.030,4.750,0.000,7,44,238,1151,3012
8792009665,23/04/2016,5245,3.3600,3.3600,0.0000,0.160,0.440,2.750,0.000,8,45,232,795,2748
8877689391,23/04/2016,11200,7.4300,7.4300,0.0000,0.000,0.000,7.400,0.010,102,6,300,1032,3891
1503960366,24/04/2016,10039,6.4100,6.4100,0.0000,2.920,0.210,3.280,0.000,39,5,238,709,1788
1624580081,24/04/2016,6076,3.9500,3.9500,0.0000,1.150,0.910,1.890,0.000,16,18,185,1221,1617
1644430081,24/04/2016,3321,2.4100,2.4100,0.0000,0.000,0.000,2.410,0.000,0,0,89,1351,2413
1844505072,24/04/2016,0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0,0,0,1440,1347
1927972279,24/04/2016,2090,1.4500,1.4500,0.0000,0.070,0.240,1.140,0.000,1,6,75,1358,2324
2022484408,24/04/2016,13481,10.2800,10.2800,0.0000,4.550,1.150,4.580,0.000,37,26,216,1161,2529
2026352035,24/04/2016,3490,2.1600,2.1600,0.0000,0.000,0.000,2.160,0.000,0,0,164,704,1401
2320127002,24/04/2016,4165,2.8100,2.8100,0.0000,0.000,0.000,2.800,0.000,0,0,204,1236,1725
2347167796,24/04/2016,9471,6.2600,6.2600,0.0000,0.000,0.000,6.260,0.000,0,0,360,584,2187
2873212765,24/04/2016,6873,4.6800,4.6800,0.0000,3.000,0.060,1.620,0.000,46,1,190,1203,1898
3372868164,24/04/2016,6731,4.5900,4.5900,0.0000,0.890,0.190,3.490,0.020,14,7,292,1127,1921
3977333714,24/04/2016,14112,10.0000,10.0000,0.0000,3.270,4.560,2.170,0.000,30,95,129,660,1655
4020332650,24/04/2016,0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0,0,0,1440,1980
4319703577,24/04/2016,4081,2.7400,2.7400,0.0000,0.060,0.200,2.470,0.000,1,5,191,692,1880
4388161847,24/04/2016,10243,7.8800,7.8800,0.0000,1.080,0.510,6.300,0.000,14,8,239,584,2885
4445114986,24/04/2016,5002,3.3600,3.3600,0.0000,0.000,0.000,3.360,0.000,0,0,244,1196,2247
4558609924,24/04/2016,8563,5.6600,5.6600,0.0000,0.000,0.000,5.650,0.000,0,0,395,1045,2173
4702921684,24/04/2016,15050,12.2200,12.2200,0.0000,1.200,5.120,5.880,0.000,15,95,281,542,3538
5553957443,24/04/2016,1807,1.1800,1.1800,0.0000,0.000,0.000,1.180,0.000,0,0,104,582,1507
5577150313,24/04/2016,15764,11.7800,11.7800,0.0000,7.650,2.150,1.980,0.000,210,65,141,425,4392
6117666160,24/04/2016,7623,5.7600,5.7600,0.0000,0.000,0.000,5.760,0.000,0,0,362,711,2305
6290855005,24/04/2016,5896,4.4600,4.4600,0.0000,0.000,0.000,4.460,0.000,0,0,258,1182,2703
6775888955,24/04/2016,2153,1.5400,1.5400,0.0000,0.770,0.620,0.150,0.000,11,18,11,1400,2053
6962181067,24/04/2016,5029,3.3200,3.3200,0.0000,0.000,0.000,3.320,0.000,0,0,199,720,1705
7007744171,24/04/2016,11085,7.4200,7.4200,0.0000,0.000,0.000,7.420,0.000,0,0,419,1021,2667
7086361926,24/04/2016,3520,2.1600,2.1600,0.0000,0.000,0.000,2.150,0.000,0,0,125,566,2049
8053475328,24/04/2016,22988,17.9500,17.9500,0.0000,13.130,1.550,3.260,0.000,129,33,182,1096,3577
8253242879,24/04/2016,8905,7.1300,7.1300,0.0000,5.600,0.190,1.340,0.000,41,4,82,1313,1976
8378563200,24/04/2016,3703,2.9400,2.9400,0.0000,0.000,0.000,2.940,0.000,0,0,135,734,2741
8583815059,24/04/2016,8286,6.4600,6.4600,0.0000,0.150,2.050,4.270,0.000,2,44,206,1188,2889
8792009665,24/04/2016,400,0.2600,0.2600,0.0000,0.040,0.050,0.160,0.000,3,8,19,1410,1799
8877689391,24/04/2016,16674,15.7400,15.7400,0.0000,11.010,0.010,4.690,0.000,64,1,227,1148,3455
1503960366,25/04/2016,15355,9.8000,9.8000,0.0000,5.290,0.570,3.940,0.000,73,14,216,814,2013
1624580081,25/04/2016,6497,4.2200,4.2200,0.0000,0.000,0.000,4.200,0.020,0,0,202,1238,1492
1644430081,25/04/2016,3580,2.6000,2.6000,0.0000,0.590,0.060,1.950,0.000,8,1,94,1337,2497
1844505072,25/04/2016,0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0,0,0,1440,1347
1927972279,25/04/2016,152,0.1100,0.1100,0.0000,0.000,0.000,0.110,0.000,0,0,12,1303,2100
2022484408,25/04/2016,11369,8.0100,8.0100,0.0000,3.330,0.220,4.460,0.000,44,8,217,1171,2470
2026352035,25/04/2016,6017,3.7300,3.7300,0.0000,0.000,0.000,3.730,0.000,0,0,260,821,1576
2320127002,25/04/2016,3588,2.4200,2.4200,0.0000,0.230,0.200,1.990,0.000,3,5,152,1280,1654
2347167796,25/04/2016,9482,6.3800,6.3800,0.0000,1.270,0.520,4.600,0.000,15,11,277,653,2095
2873212765,25/04/2016,7373,4.9500,4.9500,0.0000,0.000,0.000,4.950,0.000,0,0,359,1081,1907
3372868164,25/04/2016,5995,4.0900,4.0900,0.0000,0.000,0.000,4.090,0.000,0,0,416,1024,2010
3977333714,25/04/2016,11177,8.4800,8.4800,0.0000,5.620,0.430,2.410,0.000,50,9,133,781,1570
4020332650,25/04/2016,0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0,0,0,1440,1980
4319703577,25/04/2016,9259,6.2100,6.2100,0.0000,0.000,0.280,5.930,0.000,0,8,390,544,2314
4388161847,25/04/2016,12961,9.9700,9.9700,0.0000,0.730,1.400,7.840,0.000,11,31,301,1054,3288
4445114986,25/04/2016,3385,2.2700,2.2700,0.0000,0.000,0.000,2.270,0.000,0,0,179,916,2070
4558609924,25/04/2016,8095,5.3500,5.3500,0.0000,0.590,0.250,4.510,0.000,18,10,340,993,2225
4702921684,25/04/2016,9167,7.4300,7.4300,0.0000,0.490,0.820,6.110,0.000,6,15,270,730,3064
5553957443,25/04/2016,10946,7.1900,7.1900,0.0000,2.930,0.570,3.690,0.000,51,11,201,732,2033
5577150313,25/04/2016,6393,4.7800,4.7800,0.0000,1.350,0.670,2.760,0.000,61,38,214,743,3374
6117666160,25/04/2016,0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0,0,0,1440,1497
6290855005,25/04/2016,7802,5.9000,5.9000,0.0000,0.680,0.180,5.030,0.010,8,3,249,1180,2771
6775888955,25/04/2016,6474,4.6400,4.6400,0.0000,2.270,0.460,1.900,0.000,33,13,92,1302,2484
6962181067,25/04/2016,13239,9.2700,9.0800,2.7852,3.020,1.680,4.460,0.100,35,31,282,637,2194
7007744171,25/04/2016,18229,13.3400,12.2000,4.8618,4.310,1.370,7.670,0.000,51,24,379,986,3055
7086361926,25/04/2016,10091,6.8200,6.8200,0.0000,3.750,0.700,2.370,0.000,69,39,129,706,2752
8053475328,25/04/2016,20500,15.6900,15.6900,0.0000,11.370,0.460,3.860,0.000,118,9,209,1104,3403
8253242879,25/04/2016,6829,4.5100,4.5100,0.0000,0.360,2.390,1.770,0.000,7,54,118,1261,1909
8378563200,25/04/2016,12405,9.8400,9.8400,2.0921,5.050,0.870,3.920,0.000,117,16,141,692,4005
8583815059,25/04/2016,4503,3.5100,3.5100,0.0000,1.470,0.240,1.810,0.000,18,6,122,1294,2547
8792009665,25/04/2016,0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0,0,0,1440,1688
8877689391,25/04/2016,12986,8.7400,8.7400,0.0000,2.370,0.070,6.270,0.010,113,8,218,1101,3802
1503960366,26/04/2016,13755,8.7900,8.7900,0.0000,2.330,0.920,5.540,0.000,31,23,279,833,1970
1624580081,26/04/2016,2826,1.8400,1.8400,0.0000,0.000,0.000,1.830,0.010,0,0,140,1300,1402
1644430081,26/04/2016,9919,7.2100,7.2100,0.0000,0.800,1.720,4.690,0.000,11,41,223,1165,3123
1844505072,26/04/2016,0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0,0,0,1440,1347
1927972279,26/04/2016,3761,2.6000,2.6000,0.0000,0.000,0.000,2.600,0.000,0,0,192,1058,2638
2022484408,26/04/2016,10119,7.1900,7.1900,0.0000,1.430,0.660,5.110,0.000,55,24,275,1086,2793
2026352035,26/04/2016,5933,3.6800,3.6800,0.0000,0.000,0.000,3.680,0.000,0,0,288,1018,1595
2320127002,26/04/2016,3409,2.3000,2.3000,0.0000,0.000,0.000,2.300,0.000,0,0,147,1293,1632
2347167796,26/04/2016,5980,3.9500,3.9500,0.0000,0.000,0.000,3.950,0.000,0,0,227,732,1861
2873212765,26/04/2016,8242,5.5400,5.5400,0.0000,0.120,0.180,5.240,0.000,2,5,309,1124,1882
3372868164,26/04/2016,8283,5.7900,5.7900,0.0000,1.850,0.050,3.870,0.010,22,2,333,1083,2057
3977333714,26/04/2016,11388,7.6200,7.6200,0.0000,0.450,4.220,2.950,0.000,7,95,170,797,1551
4020332650,26/04/2016,0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0,0,0,1440,1980
4319703577,26/04/2016,9899,6.6400,6.6400,0.0000,0.570,0.920,5.150,0.000,8,21,288,649,2236
4388161847,26/04/2016,9461,7.2800,7.2800,0.0000,0.940,1.060,5.270,0.000,14,23,224,673,2929
4445114986,26/04/2016,6326,4.4100,4.4100,0.0000,2.410,0.040,1.960,0.000,29,1,180,839,2291
4558609924,26/04/2016,9148,6.0500,6.0500,0.0000,0.430,2.030,3.590,0.000,12,41,283,1062,2223
4702921684,26/04/2016,6108,4.9500,4.9500,0.0000,0.070,0.350,4.540,0.000,1,8,216,765,2784
5553957443,26/04/2016,11886,7.7600,7.7600,0.0000,2.370,0.930,4.460,0.000,40,18,238,750,2093
5577150313,26/04/2016,5325,3.9800,3.9800,0.0000,0.850,0.650,2.470,0.000,38,32,181,759,3088
6117666160,26/04/2016,9543,7.2100,7.2100,0.0000,0.000,0.340,6.870,0.000,0,7,352,1077,2450
6290855005,26/04/2016,0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0,0,0,1440,2060
6775888955,26/04/2016,7091,5.2700,5.2700,1.9596,3.480,0.870,0.730,0.000,42,30,47,1321,2584
6962181067,26/04/2016,10433,6.9000,6.9000,0.0000,2.580,0.420,3.900,0.000,36,7,254,680,2012
7007744171,26/04/2016,15090,10.1000,10.1000,0.0000,0.930,0.940,8.230,0.000,16,22,424,978,2939
7086361926,26/04/2016,10387,7.0700,7.0700,0.0000,4.160,0.770,2.120,0.000,70,33,132,726,2781
8053475328,26/04/2016,12685,9.6200,9.6200,0.0000,6.310,0.200,3.100,0.000,68,5,185,1182,2846
